CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL
12146094,02/27/2020 03:46:00 PM,03/04/2020 03:00:41 PM,03/04/2020 03:00:41 PM,Closed,Case Resolved,RPD GGP Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"GGP Archer Meadow, , SAN FRANCISCO, CA, 94122",GGP Archer Meadow,1,Golden Gate Park,RICHMOND,37.771325,-122.50746167,"(37.771325, -122.50746167)",Mobile/Open311,http://mobile311.sfgov.org/reports/12146094/photos
12124930,02/23/2020 04:51:00 PM,03/06/2020 11:29:46 AM,03/06/2020 11:29:46 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Duboce Park, , SAN FRANCISCO, CA, 94117",Duboce Park,8,Duboce Triangle,PARK,37.76961517334,-122.43342590332,"(37.76961517, -122.4334259)",Phone,
12076990,02/12/2020 04:20:00 PM,02/12/2020 04:54:00 PM,02/12/2020 04:54:00 PM,Closed,Scheduled - Ranger will investigate,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"John McLaren Park, , SAN FRANCISCO, CA, 94134",John McLaren Park,10,McLaren Park,INGLESIDE,37.718082427979,-122.419075012207,"(37.71808243, -122.41907501)",Phone,
12084381,02/14/2020 10:24:00 AM,02/21/2020 01:28:27 PM,02/21/2020 01:28:27 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Juri Commons, , SAN FRANCISCO, CA, 94110",Juri Commons,9,Mission,MISSION,37.7491692,-122.422437,"(37.7491692, -122.422437)",Web,
12085239,02/14/2020 12:45:00 PM,02/24/2020 02:29:38 PM,02/24/2020 02:29:38 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75052261,-122.40511322,"(37.75052261, -122.40511322)",Mobile/Open311,http://mobile311.sfgov.org/reports/12085239/photos
12137678,02/26/2020 08:50:00 AM,02/26/2020 09:25:00 AM,02/26/2020 09:25:00 AM,Closed,Accepted,Animal Care and Control - G,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Mt. Davidson Park, , SAN FRANCISCO, CA, 94127",Mt. Davidson Park,7,Sherwood Forest,INGLESIDE,37.739063262939,-122.454658508301,"(37.73906326, -122.45465851)",Phone,
12141288,02/26/2020 05:53:00 PM,02/27/2020 04:51:00 PM,02/27/2020 04:51:00 PM,Closed,Unable to Locate,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"GGP Panhandle, , SAN FRANCISCO, CA, 94117",GGP Panhandle,5,Panhandle,PARK,37.772205352783,-122.448699951172,"(37.77220535, -122.44869995)",Phone,
12141763,02/26/2020 08:20:00 PM,02/27/2020 09:45:00 AM,02/27/2020 09:45:00 AM,Closed,Unable to Locate - Subjects were gone when Rangers responded. Please call San Francisco Park Rangers directly when you see the slack line up.,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Sue Bierman Park, SAN FRANCISCO, CA, 94111",Sue Bierman Park,3,Financial District,CENTRAL,37.7961171,-122.396016,"(37.7961171, -122.396016)",Web,http://mobile311.sfgov.org/reports/12141763/photos
12152024,02/28/2020 05:20:00 PM,02/29/2020 10:20:03 AM,02/29/2020 10:20:03 AM,Closed,"Case Resolved
We pick up all garbage",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Jefferson Square, , SAN FRANCISCO, CA, 94102",Jefferson Square,6,Cathedral Hill,NORTHERN,37.782251942007,-122.424872238303,"(37.78225194, -122.42487224)",Mobile/Open311,
12026956,02/01/2020 11:35:00 PM,02/10/2020 05:52:00 PM,02/10/2020 05:52:00 PM,Closed,Comment Noted,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Jackson Playground, , SAN FRANCISCO, CA, 94107",Jackson Playground,10,Potrero Hill,SOUTHERN,37.764471950364,-122.399695911139,"(37.76447195, -122.39969591)",Mobile/Open311,
12080685,02/13/2020 12:59:00 PM,02/23/2020 08:47:13 PM,02/23/2020 08:47:13 PM,Closed,"Case Resolved
Playground is under construction",RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Palou and Phelps Park, , SAN FRANCISCO, CA, 94124",Palou and Phelps Park,10,Silver Terrace,BAYVIEW,37.736049,-122.3949582,"(37.736049, -122.3949582)",Web,
12084273,02/14/2020 10:09:00 AM,02/27/2020 04:42:00 PM,02/27/2020 04:42:00 PM,Closed,Case Resolved - Multiagency - DPW is currentlly working on the issue,RPD NSA Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,Not associated with a specific address,,,,,37.739551517639,-122.442425326428,"(37.73955152, -122.44242533)",Web,http://mobile311.sfgov.org/reports/12084273/photos
12084800,02/14/2020 11:28:06 AM,02/14/2020 03:48:00 PM,02/14/2020 03:48:00 PM,Closed,Insufficient Information Provided,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Koshland Park, , SAN FRANCISCO, CA, 94102",Koshland Park,5,Lower Haight,NORTHERN,37.773267868024,-122.42695320423,"(37.77326787, -122.4269532)",Web,
12119474,02/22/2020 09:09:00 AM,03/13/2020 10:07:32 AM,03/13/2020 10:07:32 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75054146,-122.40463514,"(37.75054146, -122.40463514)",Mobile/Open311,http://mobile311.sfgov.org/reports/12119474/photos
12063791,02/10/2020 09:33:00 AM,02/24/2020 02:50:14 PM,02/24/2020 02:50:14 PM,Closed,Comment Noted - Custodian Supervisor has been notified about the early closing.,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Helen Wills Playground, , SAN FRANCISCO, CA, 94109",Helen Wills Playground,3,Polk Gulch,NORTHERN,37.79577255249,-122.42066192627,"(37.79577255, -122.42066193)",Phone,
12094348,02/17/2020 09:10:00 AM,02/24/2020 01:04:22 PM,02/24/2020 01:04:22 PM,Closed,"Unable to Locate. If the problem still exists, please submit a new request with more details regarding the location of the issue.",RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of FELL ST and BAKER ST,FELL ST,5,Panhandle,PARK,37.773635864258,-122.440925598145,"(37.77363586, -122.4409256)",Phone,
12096102,02/17/2020 02:37:00 PM,02/24/2020 02:48:03 PM,02/24/2020 02:48:03 PM,Closed,Comment Noted - This work will be prioritized and scheduled by staff.,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - UrbanForestry,Other,"Lincoln Park, , SAN FRANCISCO, CA, 94121",Lincoln Park,1,Lincoln Park / Ft. Miley,RICHMOND,37.78149566141,-122.498741952296,"(37.78149566, -122.49874195)",Mobile/Open311,
12096927,02/17/2020 05:23:00 PM,02/24/2020 01:05:15 PM,02/24/2020 01:05:15 PM,Closed,"Unable to Locate. If the problem still exists, please submit a new request with more details regarding the location of the issue.",RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"GGP Alvord Lake, , SAN FRANCISCO, CA, 94122",GGP Alvord Lake,1,Golden Gate Park,PARK,37.769630388392,-122.455277089144,"(37.76963039, -122.45527709)",Mobile/Open311,http://mobile311.sfgov.org/reports/12096927/photos
12105955,02/19/2020 12:41:00 PM,02/24/2020 02:30:55 PM,02/24/2020 02:30:55 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.7503315,-122.40518533,"(37.7503315, -122.40518533)",Mobile/Open311,http://mobile311.sfgov.org/reports/12105955/photos
12106092,02/19/2020 01:00:00 PM,02/24/2020 01:06:37 PM,02/24/2020 01:06:37 PM,Closed,Case Resolved,RPD GGP Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"GGP Haight St Entrance, , SAN FRANCISCO, CA, 94122",GGP Haight St Entrance,1,Golden Gate Park,PARK,37.76897597427,-122.453630373574,"(37.76897597, -122.45363037)",Mobile/Open311,http://mobile311.sfgov.org/reports/12106092/photos
12109187,02/20/2020 07:45:00 AM,02/24/2020 12:59:47 PM,02/24/2020 12:59:47 PM,Closed,"Case Resolved
The glass has been removed from this location.",RPD Park Service Area 4 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"2851 19TH AVE, SAN FRANCISCO, CA, 94132",19TH AVE,4,Parkside,TARAVAL,37.734766406974,-122.475377312044,"(37.73476641, -122.47537731)",Mobile/Open311,http://mobile311.sfgov.org/reports/12109187/photos
12109321,02/20/2020 08:05:00 AM,02/24/2020 12:58:47 PM,02/24/2020 12:58:47 PM,Closed,"Case Resolved
The crumbs have been removed but the neighbors keep feeding the birds.",RPD Park Service Area 4 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"McCoppin Square, , SAN FRANCISCO, CA, 94116",McCoppin Square,4,Parkside,TARAVAL,37.74360618,-122.47926258,"(37.74360618, -122.47926258)",Mobile/Open311,http://mobile311.sfgov.org/reports/12109321/photos
12110371,02/20/2020 10:29:37 AM,02/24/2020 06:58:00 PM,02/24/2020 06:58:00 PM,Closed,Comment Noted,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Excelsior Playground, , SAN FRANCISCO, CA, 94112",Excelsior Playground,11,Excelsior,INGLESIDE,37.7204688,-122.4332478,"(37.7204688, -122.4332478)",Web,
12111072,02/20/2020 12:06:00 PM,02/24/2020 02:31:26 PM,02/24/2020 02:31:26 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.7509391,-122.40507871,"(37.7509391, -122.40507871)",Mobile/Open311,http://mobile311.sfgov.org/reports/12111072/photos
12113556,02/20/2020 08:17:00 PM,02/24/2020 12:27:15 PM,02/24/2020 12:27:15 PM,Closed,"Case Resolved
Illegal postings were removed.",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Signage,"Patricia's Green in Hayes Valley, , SAN FRANCISCO, CA, 94102",Patricia's Green in Hayes Valley,5,Hayes Valley,NORTHERN,37.776603754645,-122.424569148684,"(37.77660375, -122.42456915)",Mobile/Open311,http://mobile311.sfgov.org/reports/12113556/photos
12114289,02/21/2020 07:26:00 AM,02/24/2020 02:36:21 PM,02/24/2020 02:36:21 PM,Closed,Case Resolved - Issue addressed by staff.,RPD Park Service Area 1 Queue,Rec and Park Requests,Park - Park_Patrol,Lock_Out_Other,"DuPont Tennis Courts, SAN FRANCISCO, CA, 94121",31ST AVE,1,Outer Richmond,RICHMOND,37.782688140869,-122.490837097168,"(37.78268814, -122.4908371)",Phone,
12115106,02/21/2020 09:24:00 AM,02/28/2020 08:56:00 PM,02/28/2020 08:56:00 PM,Closed,Insufficient Information Provided - please provide the address of the affected residences,RPD Park Patrol Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Youngblood-Coleman Playground, 1398 HUDSON ST, SAN FRANCISCO, CA, 94124",HUDSON ST,10,Bayview,BAYVIEW,37.737666757395,-122.384014736824,"(37.73766676, -122.38401474)",Mobile/Open311,
12118252,02/21/2020 05:51:00 PM,02/24/2020 02:31:55 PM,02/24/2020 02:31:55 PM,Closed,"Case Resolved
Duplicated with #12123797",RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Palega Playground, 500 FELTON ST, SAN FRANCISCO, CA, 94134",FELTON ST,9,Portola,BAYVIEW,37.729343414307,-122.409782409668,"(37.72934341, -122.40978241)",Phone,
12119182,02/22/2020 08:00:00 AM,02/24/2020 07:42:00 AM,02/24/2020 07:42:00 AM,Closed,Case is a Duplicate - Same as #12119109,RPD Park Patrol Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Cottage Row Mini Park, , SAN FRANCISCO, CA, 94115",Cottage Row Mini Park,5,Japantown,NORTHERN,37.786391011489,-122.432304725153,"(37.78639101, -122.43230473)",Mobile/Open311,
12119533,02/22/2020 09:20:00 AM,03/13/2020 09:05:23 AM,03/13/2020 09:05:23 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.7505852,-122.40465425,"(37.7505852, -122.40465425)",Mobile/Open311,http://mobile311.sfgov.org/reports/12119533/photos
12120059,02/22/2020 11:16:00 AM,03/13/2020 10:58:18 AM,03/13/2020 10:58:18 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Plumbing,"Mission Dolores Park, , SAN FRANCISCO, CA, 94114",Mission Dolores Park,8,Mission Dolores,MISSION,37.759754180908,-122.427093505859,"(37.75975418, -122.42709351)",Phone,
12120706,02/22/2020 01:49:00 PM,02/27/2020 10:20:52 AM,02/27/2020 10:20:52 AM,Closed,"Case Resolved
Graffiti was removed thank you",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Buena Vista Park, , SAN FRANCISCO, CA, 94117",Buena Vista Park,8,Buena Vista,PARK,37.77043667,-122.4432,"(37.77043667, -122.4432)",Mobile/Open311,http://mobile311.sfgov.org/reports/12120706/photos
12122083,02/22/2020 08:59:00 PM,03/13/2020 09:05:35 AM,03/13/2020 09:05:35 AM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Potrero del Sol, , SAN FRANCISCO, CA, 94110",Potrero del Sol,10,Potrero Hill,MISSION,37.75062867,-122.40469247,"(37.75062867, -122.40469247)",Mobile/Open311,http://mobile311.sfgov.org/reports/12122083/photos
12122877,02/23/2020 08:44:26 AM,02/24/2020 01:09:00 PM,02/24/2020 01:09:00 PM,Closed,Case is a Duplicate,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"James Rolph Jr. Playground, , SAN FRANCISCO, CA, 94110",James Rolph Jr. Playground,9,Mission,MISSION,37.74986333,-122.40611672,"(37.74986333, -122.40611672)",Mobile/Open311,http://mobile311.sfgov.org/reports/12122877/photos
12122924,02/23/2020 08:57:00 AM,03/25/2020 06:17:42 PM,03/25/2020 06:17:42 PM,Closed,"Case Resolved
The code is to maintain toters out of the public right of way, the sidewalks, following servicing. These toters are staged on RPD property for patron use, not on the sidewalk.",RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Precita Park, 3200 FOLSOM ST, SAN FRANCISCO, CA, 94110",FOLSOM ST,9,Bernal Heights,INGLESIDE,37.74675,-122.413545,"(37.74675, -122.413545)",Mobile/Open311,http://mobile311.sfgov.org/reports/12122924/photos
12122977,02/23/2020 09:14:00 AM,02/24/2020 05:02:00 PM,02/24/2020 05:02:00 PM,Closed,Comment Noted,311 Supervisor Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Bernal Heights Park, , SAN FRANCISCO, CA, 94110",Bernal Heights Park,9,Bernal Heights,INGLESIDE,37.743054616192,-122.413706807754,"(37.74305462, -122.41370681)",Mobile/Open311,http://mobile311.sfgov.org/reports/12122977/photos
12123400,02/23/2020 10:44:00 AM,03/23/2020 07:23:38 PM,03/23/2020 07:23:38 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"James Rolph Jr. Playground, , SAN FRANCISCO, CA, 94110",James Rolph Jr. Playground,9,Mission,MISSION,37.74982251,-122.40620457,"(37.74982251, -122.40620457)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123400/photos
12123402,02/23/2020 10:45:00 AM,03/23/2020 07:23:46 PM,03/23/2020 07:23:46 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"James Rolph Jr. Playground, , SAN FRANCISCO, CA, 94110",James Rolph Jr. Playground,9,Mission,MISSION,37.74970905,-122.40622234,"(37.74970905, -122.40622234)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123402/photos
12123476,02/23/2020 11:00:38 AM,02/24/2020 01:14:00 PM,02/24/2020 01:14:00 PM,Closed,Case is a Duplicate - REsolved,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Mission Dolores Park, , SAN FRANCISCO, CA, 94114",Mission Dolores Park,8,Mission Dolores,MISSION,37.7608075,-122.4270632,"(37.7608075, -122.4270632)",Mobile/Open311,http://mobile311.sfgov.org/reports/12123476/photos
12124131,02/23/2020 01:38:00 PM,02/24/2020 04:35:59 PM,02/24/2020 04:35:59 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Kidpower Park, SAN FRANCISCO, CA, 94110",HOFF ST,6,Mission,MISSION,37.76424026,-122.42029572,"(37.76424026, -122.42029572)",Mobile/Open311,http://mobile311.sfgov.org/reports/12124131/photos
12124149,02/23/2020 01:42:00 PM,02/24/2020 04:35:46 PM,02/24/2020 04:35:46 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Kidpower Park, SAN FRANCISCO, CA, 94110",HOFF ST,6,Mission,MISSION,37.76419449,-122.42034912,"(37.76419449, -122.42034912)",Mobile/Open311,http://mobile311.sfgov.org/reports/12124149/photos
12124193,02/23/2020 01:51:00 PM,02/24/2020 12:57:41 PM,02/24/2020 12:57:41 PM,Closed,"Case Resolved
The restrooms have been cleaned and reopened.",RPD Park Service Area 4 Queue,Rec and Park Requests,Park - Park_Patrol,Lock_Out_Restroom,"Lower Great Highway, , SAN FRANCISCO, CA, 94122",Lower Great Highway,4,Outer Sunset,TARAVAL,37.749279022217,-122.508178710938,"(37.74927902, -122.50817871)",Phone,
12124326,02/23/2020 02:19:59 PM,02/24/2020 01:28:00 PM,02/24/2020 01:28:00 PM,Closed,No Response - This was reported yesterday.  Please call SFPD non-emergency line at 415-553-0123 to report this issue.,RPD NSA Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Kidpower Park, SAN FRANCISCO, CA, 94110",HOFF ST,6,Mission,MISSION,37.7641953,-122.4202853,"(37.7641953, -122.4202853)",Mobile/Open311,
12125605,02/23/2020 09:19:00 PM,02/24/2020 01:55:33 PM,02/24/2020 01:55:33 PM,Closed,Case Resolved,DPW Ops Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743037315608,-122.41371690153,"(37.74303732, -122.4137169)",Mobile/Open311,http://mobile311.sfgov.org/reports/12125605/photos
12125613,02/23/2020 09:23:13 PM,02/24/2020 07:48:00 AM,02/24/2020 07:48:00 AM,Closed,Case is a Duplicate - Same as #12125613,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743036698827,-122.413712739945,"(37.7430367, -122.41371274)",Mobile/Open311,
12125618,02/23/2020 09:25:00 PM,02/24/2020 09:13:00 AM,02/24/2020 09:13:00 AM,Closed,Case is a Duplicate,311 Supervisor Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743036698827,-122.413712739945,"(37.7430367, -122.41371274)",Mobile/Open311,http://mobile311.sfgov.org/reports/12125618/photos
12125621,02/23/2020 09:27:16 PM,02/24/2020 07:50:00 AM,02/24/2020 07:50:00 AM,Closed,Case is a Duplicate - Same as #12125609,RPD NSA Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Signage,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743036698827,-122.413712739945,"(37.7430367, -122.41371274)",Mobile/Open311,http://mobile311.sfgov.org/reports/12125621/photos
12125623,02/23/2020 09:28:50 PM,02/24/2020 07:52:00 AM,02/24/2020 07:52:00 AM,Closed,Case is a Duplicate - Same as #12125607,RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,Intersection of GATES ST and END (000 BLOCK OF),GATES ST,9,Bernal Heights,INGLESIDE,37.743036698827,-122.413712739945,"(37.7430367, -122.41371274)",Mobile/Open311,http://mobile311.sfgov.org/reports/12125623/photos
12095544,02/17/2020 12:42:00 PM,02/27/2020 09:45:26 AM,02/27/2020 09:45:26 AM,Closed,"Case Resolved
This are privately own rentals, we will attempt notify the owners so they can be removed. Thank you",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"States Street Playground, , SAN FRANCISCO, CA, 94114",States Street Playground,8,Corona Heights,PARK,37.763801574707,-122.437850952148,"(37.76380157, -122.43785095)",Phone,
12126106,02/24/2020 06:55:00 AM,02/24/2020 12:35:25 PM,02/24/2020 12:35:25 PM,Closed,"Case Resolved
Park-wide cleanup has been performed this morning to clean park areas.",RPD Park Service Area 2 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Franklin Square, , SAN FRANCISCO, CA, 94110",Franklin Square,6,Mission,MISSION,37.765014648438,-122.409317016602,"(37.76501465, -122.40931702)",Phone,
12126912,02/24/2020 08:55:56 AM,02/24/2020 09:10:00 AM,02/24/2020 09:10:00 AM,Closed,"Case is Invalid - Too vague, more information is needed to locate this issue.  Please provide specific information about the location.",RPD NSA Queue,Rec and Park Requests,Park - Structural_Maintenance,Pavement,"1001 LAKE MERCED BLVD, SAN FRANCISCO, CA, 94132",LAKE MERCED BLVD,7,Lakeshore,TARAVAL,37.713623194339,-122.485870755641,"(37.71362319, -122.48587076)",Mobile/Open311,http://mobile311.sfgov.org/reports/12126912/photos
12128019,02/24/2020 11:25:00 AM,02/24/2020 04:35:13 PM,02/24/2020 04:35:13 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"3856 20TH ST, SAN FRANCISCO, CA, 94114",20TH ST,8,Mission Dolores,MISSION,37.758536590648,-122.426955269433,"(37.75853659, -122.42695527)",Mobile/Open311,http://mobile311.sfgov.org/reports/12128019/photos
12028445,02/02/2020 12:37:00 PM,02/06/2020 02:34:00 PM,02/06/2020 02:34:00 PM,Closed,Case Resolved,DPW Ops Queue,Rec and Park Requests,Park - Park_Patrol,Other,"95 TELEGRAPH HILL BLVD, SAN FRANCISCO, CA, 94133",TELEGRAPH HILL BLVD,3,Telegraph Hill,CENTRAL,37.802038032348,-122.403845615208,"(37.80203803, -122.40384562)",Mobile/Open311,
12024310,02/01/2020 10:57:00 AM,02/11/2020 08:08:39 AM,02/11/2020 08:08:39 AM,Closed,"Case Resolved
Trash was picked thank you",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,"Buena Vista Park, , SAN FRANCISCO, CA, 94117",Buena Vista Park,8,Buena Vista,PARK,37.767363,-122.440977,"(37.767363, -122.440977)",Mobile/Open311,http://mobile311.sfgov.org/reports/12024310/photos
12025585,02/01/2020 02:57:00 PM,02/11/2020 01:30:01 AM,02/11/2020 01:30:01 AM,Closed,Case Resolved - meter shop has closed this request,DPT Meter_Bike Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Raymond Kimball Playground, , SAN FRANCISCO, CA, 94115",Raymond Kimball Playground,5,Western Addition,NORTHERN,37.783966064453,-122.432679529016,"(37.78396606, -122.43267953)",Mobile/Open311,http://mobile311.sfgov.org/reports/12025585/photos
12025766,02/01/2020 03:33:00 PM,03/02/2020 07:30:30 AM,03/02/2020 07:30:30 AM,Closed,REVIEW - The work was performed under work order #SMY-217834. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"Buena Vista Park, , SAN FRANCISCO, CA, 94117",Buena Vista Park,8,Buena Vista,PARK,37.770734012782,-122.44082869214,"(37.77073401, -122.44082869)",Mobile/Open311,http://mobile311.sfgov.org/reports/12025766/photos
12032594,02/03/2020 12:14:00 PM,02/11/2020 08:17:16 AM,02/11/2020 08:17:16 AM,Closed,"Case Resolved
It has been brought up to the maintenance crew attention and lack of maintenance is being addressed.",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Park_Patrol,Other,"Eureka Valley Playground, SAN FRANCISCO, CA, 94114",COLLINGWOOD ST,8,Castro,MISSION,37.75980333,-122.43637833,"(37.75980333, -122.43637833)",Mobile/Open311,http://mobile311.sfgov.org/reports/12032594/photos
12044292,02/05/2020 05:26:00 PM,02/11/2020 08:00:29 AM,02/11/2020 08:00:29 AM,Closed,Case Resolved - The work was performed under work order #SMY-217708. The issue noted in the service request has been addressed.?Please open a new service request if you require further assistance.,RPD TMA Queue,Rec and Park Requests,Park - Structural_Maintenance,Graffiti,"GGP Mary B. Connolly (Koret) Children's Playground and Carousel, , SAN FRANCISCO, CA, 94122",GGP Mary B. Connolly (Koret) Children's Playground and Carousel,1,Golden Gate Park,PARK,37.769210540642,-122.456437521141,"(37.76921054, -122.45643752)",Mobile/Open311,http://mobile311.sfgov.org/reports/12044292/photos
12046685,02/06/2020 10:32:00 AM,02/27/2020 06:25:09 AM,02/27/2020 06:25:09 AM,Closed,"Case Resolved
Staff have spoken to member of the public who submitted report to get more information and will decide if more signage is appropriate.",RPD Natural Areas Queue,Rec and Park Requests,Park - Park_Patrol,Park_Rules_Violation,"Glen Canyon Park, , SAN FRANCISCO, CA, 94131",Glen Canyon Park,8,Glen Park,INGLESIDE,37.737900107203,-122.440398540462,"(37.73790011, -122.44039854)",Mobile/Open311,
12054771,02/07/2020 06:39:00 PM,,02/14/2020 04:03:30 PM,Open,N/A,RPD Capital Queue,Rec and Park Requests,Park - Structural_Maintenance,Recreation_Equipment,"Carl Larsen Park, , SAN FRANCISCO, CA, 94116",Carl Larsen Park,4,Parkside,TARAVAL,37.73960943099,-122.475791568828,"(37.73960943, -122.47579157)",Mobile/Open311,http://mobile311.sfgov.org/reports/12054771/photos
12055841,02/08/2020 08:49:00 AM,02/13/2020 10:13:46 AM,02/13/2020 10:13:46 AM,Closed,"Case Resolved
Debris picked up from location",RPD Park Service Area 3 Queue,Rec and Park Requests,Park - Neighborhood_Services_Area,Trash_Dumping,Intersection of VISITACION AVE and MANSELL ST,VISITACION AVE,10,McLaren Park,INGLESIDE,37.71811550456,-122.408250502764,"(37.7181155, -122.4082505)",Mobile/Open311,http://mobile311.sfgov.org/reports/12055841/photos
12061781,02/09/2020 05:13:00 PM,02/11/2020 07:21:43 AM,02/11/2020 07:21:43 AM,Closed,"Case Resolved
Staff has been reminded need of closing hours. Thank you for bringing this to my attention.",RPD Park Service Area 5 Queue,Rec and Park Requests,Park - Park_Patrol,Lock_Out_Restroom,"Sunnyside Playground, , SAN FRANCISCO, CA, 94127",Sunnyside Playground,7,Sunnyside,INGLESIDE,37.733665466309,-122.447479248047,"(37.73366547, -122.44747925)",Phone,
